Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	Pres_Z [dbar]	QV:SEADATANET	Atten_red [/m]	QV:SEADATANET	Atten_red2 [/m]	QV:SEADATANET	chl-a_water_ISfluor [mg/m^3]	QV:SEADATANET	WC_dissO2 [umol/l]	QV:SEADATANET	AqVolt [V]	QV:SEADATANET	STNephV [V]	QV:SEADATANET	BKBeck [%]	QV:SEADATANET	PotAtten [/m]	QV:SEADATANET	WC_Potemp [degC]	QV:SEADATANET	P_sal_CTD [Dmnless]	QV:SEADATANET	SigTheta [kg/m^3]	QV:SEADATANET	WC_temp_CTD [degC]	QV:SEADATANET
									  261.00	1	  0.353	1	  0.364	1	  0.09	1	248.1	1	 0.2096	1	  0.0270	1	 92.72	1	 0.3521	1	12.247	1	35.677	1	27.068	1	12.281	1
									  263.00	1	  0.352	1	  0.364	1	  0.18	1	248.3	1	 0.6293	1	  0.0259	1	 92.76	1	 0.3520	1	12.215	1	35.674	1	27.071	1	12.250	1
									  265.00	1	  0.352	1	  0.363	1	  0.30	1	247.8	1	 0.9223	1	  0.0246	1	 92.53	1	 0.3520	1	12.204	1	35.674	1	27.074	1	12.239	1
									  267.00	1	  0.351	1	  0.362	1	  0.38	1	248.1	1	 1.0763	1	  0.0250	1	 92.63	1	 0.3508	1	12.200	1	35.674	1	27.075	1	12.236	1
									  269.00	1	  0.351	1	  0.362	1	  0.33	1	247.4	1	 0.9894	1	  0.0243	1	 92.38	1	 0.3503	1	12.195	1	35.674	1	27.075	1	12.231	1
									  271.00	1	  0.351	1	  0.362	1	  0.25	1	246.2	1	 0.8233	1	  0.0241	1	 91.90	1	 0.3501	1	12.183	1	35.672	1	27.076	1	12.219	1
									  273.00	1	  0.350	1	  0.362	1	  0.36	1	246.0	1	 1.0331	1	  0.0241	1	 91.81	1	 0.3499	1	12.168	1	35.670	1	27.078	1	12.205	1
									  275.00	1	  0.350	1	  0.362	1	  0.18	1	245.7	1	 0.5542	1	  0.0250	1	 91.64	1	 0.3499	1	12.155	1	35.669	1	27.080	1	12.191	1
									  277.00	1	  0.350	1	  0.362	1	  0.16	1	245.4	1	 0.5486	1	  0.0225	1	 91.52	1	 0.3499	1	12.145	1	35.669	1	27.081	1	12.182	1
									  279.00	1	  0.350	1	  0.362	1	  0.11	1	245.1	1	 0.2907	1	  0.0229	1	 91.39	1	 0.3500	1	12.130	1	35.666	1	27.082	1	12.167	1
									  281.00	1	  0.350	1	  0.362	1	  0.21	1	245.6	1	 0.7092	1	  0.0243	1	 91.48	1	 0.3499	1	12.091	1	35.657	1	27.083	1	12.128	1
									  283.00	1	  0.350	1	  0.362	1	  0.24	1	245.0	1	 0.8081	1	  0.0220	1	 91.26	1	 0.3499	1	12.082	1	35.662	1	27.088	1	12.120	1
									  285.00	1	  0.350	1	  0.362	1	  0.18	1	245.0	1	 0.6253	1	  0.0230	1	 91.26	1	 0.3499	1	12.082	1	35.662	1	27.088	1	12.120	1
									  287.00	1	  0.350	1	  0.362	1	  0.12	1	244.9	1	 0.3828	1	  0.0232	1	 91.22	1	 0.3499	1	12.079	1	35.662	1	27.089	1	12.117	1
									  289.00	1	  0.350	1	  0.361	1	  0.16	1	244.5	1	 0.5580	1	  0.0224	1	 91.07	1	 0.3499	1	12.074	1	35.661	1	27.089	1	12.112	1
									  291.00	1	  0.350	1	  0.361	1	  0.18	1	245.0	1	 0.6335	1	  0.0226	1	 91.23	1	 0.3499	1	12.066	1	35.659	1	27.089	1	12.105	1
									  293.00	1	  0.350	1	  0.360	1	  0.17	1	245.0	1	 0.5762	1	  0.0229	1	 91.22	1	 0.3499	1	12.060	1	35.659	1	27.090	1	12.099	1
									  295.00	1	  0.350	1	  0.360	1	  0.24	1	244.5	1	 0.7898	1	  0.0235	1	 91.01	1	 0.3499	1	12.043	1	35.657	1	27.092	1	12.083	1
									  297.00	1	  0.350	1	  0.360	1	  0.22	1	245.0	1	 0.7425	1	  0.0232	1	 91.13	1	 0.3499	1	12.014	1	35.653	1	27.094	1	12.053	1
									  299.00	1	  0.350	1	  0.360	1	  0.22	1	244.9	1	 0.7551	1	  0.0221	1	 91.07	1	 0.3498	1	12.001	1	35.652	1	27.096	1	12.040	1
									  301.00	1	  0.351	1	  0.360	1	  0.23	1	244.5	1	 0.7709	1	  0.0228	1	 90.85	1	 0.3501	1	11.964	1	35.646	1	27.098	1	12.004	1
									  303.00	1	  0.350	1	  0.360	1	  0.25	1	244.5	1	 0.8255	1	  0.0223	1	 90.75	1	 0.3498	1	11.925	1	35.638	1	27.100	1	11.965	1
									  305.00	1	  0.350	1	  0.360	1	  0.29	1	244.5	1	 0.9102	1	  0.0226	1	 90.74	1	 0.3498	1	11.917	1	35.644	1	27.106	1	11.958	1
									  307.00	1	  0.350	1	  0.360	1	  0.22	1	244.5	1	 0.7558	1	  0.0221	1	 90.71	1	 0.3498	1	11.905	1	35.642	1	27.107	1	11.945	1
									  309.00	1	  0.350	1	  0.360	1	  0.22	1	243.9	1	 0.7388	1	  0.0223	1	 90.48	1	 0.3499	1	11.894	1	35.640	1	27.107	1	11.934	1
									  311.00	1	  0.350	1	  0.360	1	  0.33	1	243.6	1	 0.9867	1	  0.0233	1	 90.35	1	 0.3499	1	11.877	1	35.638	1	27.109	1	11.918	1
									  313.00	1	  0.350	1	  0.360	1	  0.19	1	243.8	1	 0.6338	1	  0.0226	1	 90.34	1	 0.3498	1	11.836	1	35.629	1	27.110	1	11.877	1
									  315.00	1	  0.350	1	  0.360	1	  0.10	1	243.7	1	 0.2777	1	  0.0220	1	 90.27	1	 0.3495	1	11.819	1	35.629	1	27.113	1	11.860	1
									  317.00	1	  0.350	1	  0.360	1	  0.18	1	243.9	1	 0.6148	1	  0.0226	1	 90.29	1	 0.3498	1	11.798	1	35.624	1	27.114	1	11.839	1
									  319.00	1	  0.350	1	  0.360	1	  0.25	1	244.0	1	 0.8252	1	  0.0223	1	 90.31	1	 0.3498	1	11.787	1	35.625	1	27.116	1	11.829	1
									  321.00	1	  0.350	1	  0.360	1	  0.20	1	243.7	1	 0.6854	1	  0.0226	1	 90.21	1	 0.3495	1	11.789	1	35.626	1	27.116	1	11.831	1
									  323.00	1	  0.350	1	  0.360	1	  0.34	1	243.7	1	 1.0014	1	  0.0227	1	 90.21	1	 0.3498	1	11.788	1	35.626	1	27.116	1	11.830	1
									  325.00	1	  0.350	1	  0.360	1	  0.32	1	243.9	1	 0.9743	1	  0.0228	1	 90.28	1	 0.3495	1	11.787	1	35.626	1	27.117	1	11.830	1
									  327.00	1	  0.350	1	  0.360	1	  0.19	1	243.8	1	 0.6305	1	  0.0234	1	 90.21	1	 0.3493	1	11.774	1	35.624	1	27.118	1	11.816	1
									  329.00	1	  0.350	1	  0.360	1	  0.29	1	243.7	1	 0.9110	1	  0.0226	1	 90.17	1	 0.3498	1	11.765	1	35.624	1	27.119	1	11.808	1
									  331.00	1	  0.350	1	  0.360	1	  0.19	1	243.6	1	 0.6368	1	  0.0235	1	 90.11	1	 0.3498	1	11.755	1	35.621	1	27.119	1	11.798	1
									  333.00	1	  0.350	1	  0.360	1	  0.28	1	243.6	1	 0.8850	1	  0.0229	1	 90.09	1	 0.3496	1	11.742	1	35.620	1	27.121	1	11.785	1
									  335.00	1	  0.350	1	  0.360	1	  0.18	1	243.7	1	 0.6014	1	  0.0225	1	 90.11	1	 0.3498	1	11.735	1	35.620	1	27.122	1	11.778	1
									  337.00	1	  0.350	1	  0.360	1	  0.26	1	243.5	1	 0.8553	1	  0.0221	1	 90.03	1	 0.3498	1	11.731	1	35.621	1	27.123	1	11.775	1
									  339.00	1	  0.350	1	  0.360	1	  0.32	1	243.5	1	 0.9606	1	  0.0223	1	 90.04	1	 0.3496	1	11.731	1	35.622	1	27.124	1	11.775	1
									  341.00	1	  0.350	1	  0.360	1	  0.31	1	243.7	1	 0.9194	1	  0.0221	1	 90.11	1	 0.3493	1	11.731	1	35.622	1	27.124	1	11.776	1
									  343.00	1	  0.350	1	  0.360	1	  0.19	1	243.8	1	 0.6367	1	  0.0220	1	 90.14	1	 0.3492	1	11.730	1	35.622	1	27.125	1	11.774	1
									  345.00	1	  0.350	1	  0.360	1	  0.17	1	243.3	1	 0.6064	1	  0.0232	1	 89.96	1	 0.3495	1	11.725	1	35.621	1	27.125	1	11.770	1
									  347.00	1	  0.350	1	  0.360	1	  0.26	1	243.9	1	 0.8507	1	  0.0220	1	 90.12	1	 0.3491	1	11.703	1	35.618	1	27.126	1	11.748	1
									  349.00	1	  0.349	1	  0.360	1	  0.22	1	244.1	1	 0.7517	1	  0.0220	1	 90.19	1	 0.3480	1	11.691	1	35.618	1	27.129	1	11.736	1
									  351.00	1	  0.349	1	  0.360	1	  0.13	1	243.9	1	 0.4370	1	  0.0220	1	 90.09	1	 0.3489	1	11.689	1	35.617	1	27.129	1	11.734	1
									  353.00	1	  0.349	1	  0.360	1	  0.17	1	243.8	1	 0.5987	1	  0.0221	1	 90.05	1	 0.3488	1	11.684	1	35.617	1	27.129	1	11.730	1
									  355.00	1	  0.349	1	  0.360	1	  0.06	1	244.0	1	 0.0055	1	  0.0220	1	 90.11	1	 0.3481	1	11.681	1	35.617	1	27.130	1	11.727	1
									  357.00	1	  0.350	1	  0.360	1	  0.25	1	243.9	1	 0.8228	1	  0.0217	1	 90.08	1	 0.3492	1	11.681	1	35.617	1	27.130	1	11.727	1
									  359.00	1	  0.349	1	  0.360	1	  0.22	1	243.8	1	 0.7387	1	  0.0223	1	 90.03	1	 0.3483	1	11.678	1	35.616	1	27.129	1	11.725	1
									  361.00	1	  0.349	1	  0.360	1	  0.17	1	244.4	1	 0.6083	1	  0.0230	1	 90.22	1	 0.3483	1	11.668	1	35.614	1	27.130	1	11.715	1
									  363.00	1	  0.350	1	  0.360	1	  0.21	1	243.2	1	 0.7251	1	  0.0220	1	 89.76	1	 0.3492	1	11.659	1	35.614	1	27.132	1	11.706	1
									  365.00	1	  0.350	1	  0.360	1	  0.20	1	243.5	1	 0.6726	1	  0.0220	1	 89.90	1	 0.3490	1	11.657	1	35.614	1	27.132	1	11.704	1
									  367.00	1	  0.350	1	  0.360	1	  0.07	1	244.0	1	 0.0661	1	  0.0227	1	 90.06	1	 0.3490	1	11.655	1	35.613	1	27.132	1	11.702	1
									  369.00	1	  0.348	1	  0.360	1	  0.15	1	243.9	1	 0.4807	1	  0.0229	1	 90.02	1	 0.3478	1	11.649	1	35.612	1	27.132	1	11.697	1
									  371.00	1	  0.349	1	  0.360	1	  0.16	1	244.1	1	 0.4337	1	  0.0220	1	 90.04	1	 0.3484	1	11.626	1	35.609	1	27.134	1	11.674	1
									  373.00	1	  0.349	1	  0.360	1	  0.13	1	244.1	1	 0.4314	1	  0.0220	1	 90.01	1	 0.3480	1	11.610	1	35.607	1	27.136	1	11.658	1
									  375.00	1	  0.350	1	  0.360	1	  0.16	1	243.0	1	 0.5655	1	  0.0220	1	 89.57	1	 0.3489	1	11.594	1	35.607	1	27.138	1	11.643	1
									  377.00	1	  0.349	1	  0.360	1	  0.19	1	241.8	1	 0.6385	1	  0.0218	1	 89.09	1	 0.3485	1	11.575	1	35.603	1	27.139	1	11.624	1
									  379.00	1	  0.350	1	  0.360	1	  0.13	1	242.0	1	 0.4451	1	  0.0224	1	 89.14	1	 0.3491	1	11.563	1	35.602	1	27.141	1	11.612	1
									  381.00	1	  0.349	1	  0.360	1	  0.20	1	242.0	1	 0.6906	1	  0.0221	1	 89.11	1	 0.3489	1	11.548	1	35.597	1	27.139	1	11.597	1
									  383.00	1	  0.350	1	  0.360	1	  0.11	1	242.8	1	 0.2475	1	  0.0224	1	 89.41	1	 0.3493	1	11.535	1	35.595	1	27.141	1	11.584	1
									  385.00	1	  0.350	1	  0.360	1	  0.22	1	242.2	1	 0.7471	1	  0.0220	1	 89.16	1	 0.3491	1	11.524	1	35.594	1	27.141	1	11.574	1
									  387.00	1	  0.350	1	  0.360	1	  0.22	1	242.6	1	 0.7374	1	  0.0220	1	 89.27	1	 0.3494	1	11.510	1	35.592	1	27.142	1	11.561	1
									  389.00	1	  0.350	1	  0.360	1	  0.28	1	243.0	1	 0.8776	1	  0.0230	1	 89.39	1	 0.3492	1	11.499	1	35.591	1	27.144	1	11.549	1
									  391.00	1	  0.350	1	  0.360	1	  0.19	1	243.0	1	 0.6520	1	  0.0226	1	 89.38	1	 0.3490	1	11.496	1	35.590	1	27.144	1	11.546	1
									  393.00	1	  0.350	1	  0.360	1	  0.18	1	241.7	1	 0.6196	1	  0.0240	1	 88.90	1	 0.3497	1	11.491	1	35.591	1	27.145	1	11.542	1
									  395.00	1	  0.349	1	  0.360	1	  0.20	1	242.3	1	 0.6477	1	  0.0224	1	 89.09	1	 0.3486	1	11.466	1	35.586	1	27.146	1	11.517	1
									  397.00	1	  0.349	1	  0.360	1	  0.14	1	242.9	1	 0.4841	1	  0.0223	1	 89.28	1	 0.3481	1	11.459	1	35.587	1	27.148	1	11.510	1
									  399.00	1	  0.350	1	  0.360	1	  0.15	1	242.2	1	 0.5088	1	  0.0220	1	 89.04	1	 0.3491	1	11.458	1	35.587	1	27.148	1	11.510	1
									  401.00	1	  0.349	1	  0.360	1	  0.12	1	242.7	1	 0.3236	1	  0.0221	1	 89.20	1	 0.3488	1	11.454	1	35.586	1	27.149	1	11.506	1
									  403.00	1	  0.349	1	  0.360	1	  0.06	1	241.9	1	-0.0759	1	  0.0220	1	 88.89	1	 0.3482	1	11.450	1	35.586	1	27.149	1	11.502	1
									  405.00	1	  0.350	1	  0.360	1	  0.18	1	241.6	1	 0.6036	1	  0.0228	1	 88.78	1	 0.3489	1	11.447	1	35.586	1	27.150	1	11.500	1
									  407.00	1	  0.350	1	  0.360	1	  0.20	1	240.8	1	 0.6743	1	  0.0223	1	 88.47	1	 0.3490	1	11.444	1	35.586	1	27.151	1	11.496	1
									  409.00	1	  0.348	1	  0.360	1	  0.12	1	241.9	1	 0.3911	1	  0.0221	1	 88.89	1	 0.3476	1	11.450	1	35.591	1	27.153	1	11.503	1
									  411.00	1	  0.349	1	  0.360	1	  0.29	1	241.0	1	 0.9001	1	  0.0221	1	 88.59	1	 0.3482	1	11.450	1	35.591	1	27.153	1	11.503	1
									  413.00	1	  0.349	1	  0.360	1	  0.25	1	239.7	1	 0.7755	1	  0.0221	1	 88.11	1	 0.3488	1	11.450	1	35.592	1	27.154	1	11.503	1
									  415.00	1	  0.349	1	  0.360	1	  0.14	1	239.5	1	 0.4558	1	  0.0220	1	 88.01	1	 0.3481	1	11.433	1	35.589	1	27.155	1	11.486	1
									  417.00	1	  0.349	1	  0.360	1	  0.17	1	240.1	1	 0.5722	1	  0.0221	1	 88.20	1	 0.3482	1	11.423	1	35.589	1	27.157	1	11.477	1
									  419.00	1	  0.349	1	  0.360	1	  0.12	1	238.5	1	 0.3583	1	  0.0221	1	 87.61	1	 0.3487	1	11.419	1	35.590	1	27.158	1	11.472	1
									  421.00	1	  0.349	1	  0.360	1	  0.14	1	237.3	1	 0.4832	1	  0.0220	1	 87.16	1	 0.3482	1	11.413	1	35.589	1	27.158	1	11.467	1
									  423.00	1	  0.349	1	  0.359	1	  0.26	1	237.4	1	 0.8346	1	  0.0218	1	 87.18	1	 0.3484	1	11.406	1	35.588	1	27.159	1	11.460	1
									  425.00	1	  0.349	1	  0.359	1	  0.17	1	237.9	1	 0.5746	1	  0.0219	1	 87.34	1	 0.3482	1	11.393	1	35.587	1	27.161	1	11.448	1
									  427.00	1	  0.350	1	  0.359	1	  0.18	1	238.0	1	 0.6412	1	  0.0220	1	 87.34	1	 0.3491	1	11.384	1	35.588	1	27.163	1	11.439	1
									  429.00	1	  0.350	1	  0.359	1	  0.10	1	238.4	1	 0.2309	1	  0.0221	1	 87.51	1	 0.3491	1	11.382	1	35.588	1	27.163	1	11.438	1
									  431.00	1	  0.349	1	  0.359	1	  0.20	1	240.5	1	 0.6877	1	  0.0218	1	 88.26	1	 0.3488	1	11.382	1	35.589	1	27.164	1	11.437	1
									  433.00	1	  0.349	1	  0.359	1	  0.33	1	238.3	1	 0.9930	1	  0.0220	1	 87.47	1	 0.3482	1	11.375	1	35.587	1	27.164	1	11.431	1
									  435.00	1	  0.349	1	  0.359	1	  0.18	1	238.2	1	 0.5944	1	  0.0217	1	 87.38	1	 0.3484	1	11.364	1	35.588	1	27.167	1	11.420	1
									  437.00	1	  0.348	1	  0.359	1	  0.27	1	239.0	1	 0.8707	1	  0.0220	1	 87.67	1	 0.3477	1	11.358	1	35.588	1	27.168	1	11.415	1
									  439.00	1	  0.349	1	  0.359	1	  0.12	1	238.7	1	 0.3792	1	  0.0218	1	 87.56	1	 0.3482	1	11.350	1	35.588	1	27.169	1	11.406	1
									  441.00	1	  0.349	1	  0.359	1	  0.22	1	239.2	1	 0.7450	1	  0.0221	1	 87.71	1	 0.3481	1	11.343	1	35.588	1	27.171	1	11.400	1
									  443.00	1	  0.348	1	  0.359	1	  0.11	1	240.0	1	 0.2979	1	  0.0238	1	 88.00	1	 0.3474	1	11.334	1	35.587	1	27.172	1	11.390	1
									  445.00	1	  0.349	1	  0.359	1	  0.13	1	239.1	1	 0.4040	1	  0.0220	1	 87.65	1	 0.3486	1	11.328	1	35.586	1	27.172	1	11.385	1
									  447.00	1	  0.350	1	  0.359	1	  0.21	1	238.2	1	 0.7219	1	  0.0224	1	 87.30	1	 0.3489	1	11.322	1	35.586	1	27.173	1	11.380	1
									  449.00	1	  0.350	1	  0.359	1	  0.15	1	238.8	1	 0.5225	1	  0.0218	1	 87.53	1	 0.3495	1	11.314	1	35.586	1	27.174	1	11.372	1
									  451.00	1	  0.349	1	  0.359	1	  0.12	1	239.4	1	 0.3586	1	  0.0217	1	 87.71	1	 0.3487	1	11.307	1	35.585	1	27.175	1	11.365	1
									  453.00	1	  0.349	1	  0.358	1	  0.23	1	238.4	1	 0.7751	1	  0.0218	1	 87.36	1	 0.3487	1	11.296	1	35.584	1	27.176	1	11.354	1
									  455.00	1	  0.349	1	  0.359	1	  0.10	1	239.4	1	 0.2440	1	  0.0221	1	 87.68	1	 0.3486	1	11.286	1	35.582	1	27.177	1	11.344	1
									  457.00	1	  0.350	1	  0.358	1	  0.10	1	238.6	1	 0.1644	1	  0.0223	1	 87.39	1	 0.3489	1	11.276	1	35.582	1	27.179	1	11.335	1
									  459.00	1	  0.349	1	  0.358	1	  0.19	1	237.4	1	 0.6269	1	  0.0220	1	 86.92	1	 0.3479	1	11.264	1	35.581	1	27.180	1	11.323	1
									  461.00	1	  0.349	1	  0.358	1	  0.12	1	236.9	1	 0.3918	1	  0.0230	1	 86.72	1	 0.3483	1	11.261	1	35.581	1	27.181	1	11.320	1
									  463.00	1	  0.350	1	  0.358	1	  0.08	1	237.1	1	 0.1233	1	  0.0220	1	 86.80	1	 0.3490	1	11.253	1	35.581	1	27.182	1	11.312	1
									  465.00	1	  0.350	1	  0.358	1	  0.20	1	236.6	1	 0.6935	1	  0.0220	1	 86.59	1	 0.3493	1	11.246	1	35.582	1	27.184	1	11.306	1
									  467.00	1	  0.349	1	  0.358	1	  0.22	1	237.5	1	 0.7397	1	  0.0218	1	 86.91	1	 0.3483	1	11.237	1	35.581	1	27.185	1	11.297	1
									  469.00	1	  0.349	1	  0.358	1	  0.21	1	238.4	1	 0.7046	1	  0.0218	1	 87.22	1	 0.3480	1	11.225	1	35.581	1	27.187	1	11.285	1
									  471.00	1	  0.350	1	  0.358	1	  0.12	1	235.8	1	 0.3678	1	  0.0218	1	 86.27	1	 0.3491	1	11.221	1	35.581	1	27.188	1	11.281	1
									  473.00	1	  0.350	1	  0.359	1	  0.17	1	236.1	1	 0.6024	1	  0.0217	1	 86.37	1	 0.3496	1	11.219	1	35.581	1	27.188	1	11.279	1
									  475.00	1	  0.349	1	  0.358	1	  0.18	1	236.0	1	 0.6198	1	  0.0220	1	 86.33	1	 0.3484	1	11.213	1	35.580	1	27.188	1	11.274	1
									  477.00	1	  0.350	1	  0.358	1	  0.38	1	235.8	1	 1.0674	1	  0.0221	1	 86.25	1	 0.3488	1	11.209	1	35.580	1	27.189	1	11.270	1
									  479.00	1	  0.349	1	  0.358	1	  0.21	1	235.3	1	 0.7117	1	  0.0218	1	 86.04	1	 0.3487	1	11.205	1	35.580	1	27.190	1	11.267	1
									  481.00	1	  0.350	1	  0.358	1	  0.37	1	235.3	1	 1.0556	1	  0.0235	1	 86.01	1	 0.3493	1	11.188	1	35.576	1	27.190	1	11.249	1
									  483.00	1	  0.350	1	  0.358	1	  0.25	1	235.8	1	 0.8124	1	  0.0221	1	 86.21	1	 0.3488	1	11.185	1	35.577	1	27.192	1	11.247	1
									  485.00	1	  0.350	1	  0.358	1	  0.25	1	235.4	1	 0.8198	1	  0.0230	1	 86.03	1	 0.3490	1	11.181	1	35.577	1	27.192	1	11.243	1
									  487.00	1	  0.350	1	  0.358	1	  0.21	1	235.3	1	 0.6874	1	  0.0223	1	 85.99	1	 0.3493	1	11.176	1	35.577	1	27.193	1	11.238	1
									  489.00	1	  0.350	1	  0.358	1	  0.13	1	234.9	1	 0.4111	1	  0.0220	1	 85.86	1	 0.3491	1	11.177	1	35.580	1	27.196	1	11.239	1
									  491.00	1	  0.350	1	  0.358	1	  0.29	1	234.9	1	 0.9102	1	  0.0220	1	 85.78	1	 0.3490	1	11.144	1	35.574	1	27.197	1	11.206	1
									  493.00	1	  0.349	1	  0.357	1	  0.07	1	234.8	1	 0.0762	1	  0.0221	1	 85.69	1	 0.3483	1	11.105	1	35.567	1	27.198	1	11.167	1
									  495.00	1	  0.352	1	  0.358	1	  0.24	1	234.5	1	 0.7941	1	  0.0223	1	 85.54	1	 0.3508	1	11.099	1	35.572	1	27.203	1	11.162	1
									  497.00	1	  0.350	1	  0.359	1	  0.17	1	234.7	1	 0.5947	1	  0.0218	1	 85.68	1	 0.3492	1	11.115	1	35.578	1	27.205	1	11.178	1
									  499.00	1	  0.350	1	  0.358	1	  0.20	1	235.0	1	 0.6824	1	  0.0217	1	 85.82	1	 0.3495	1	11.137	1	35.584	1	27.206	1	11.200	1
									  501.00	1	  0.350	1	  0.358	1	  0.16	1	234.5	1	 0.4705	1	  0.0218	1	 85.63	1	 0.3493	1	11.128	1	35.583	1	27.206	1	11.192	1
									  503.00	1	  0.350	1	  0.358	1	  0.29	1	232.2	1	 0.9082	1	  0.0220	1	 84.78	1	 0.3495	1	11.121	1	35.583	1	27.208	1	11.185	1
									  505.00	1	  0.350	1	  0.358	1	  0.29	1	231.5	1	 0.9145	1	  0.0225	1	 84.49	1	 0.3495	1	11.109	1	35.582	1	27.209	1	11.173	1
									  507.00	1	  0.350	1	  0.358	1	  0.14	1	232.8	1	 0.4302	1	  0.0233	1	 84.95	1	 0.3495	1	11.102	1	35.582	1	27.211	1	11.166	1
									  509.00	1	  0.350	1	  0.358	1	  0.11	1	234.2	1	 0.3094	1	  0.0216	1	 85.43	1	 0.3493	1	11.092	1	35.581	1	27.212	1	11.157	1
									  511.00	1	  0.350	1	  0.358	1	  0.12	1	232.5	1	 0.3757	1	  0.0218	1	 84.82	1	 0.3495	1	11.085	1	35.583	1	27.215	1	11.149	1
									  513.00	1	  0.350	1	  0.358	1	  0.11	1	230.9	1	 0.3389	1	  0.0220	1	 84.24	1	 0.3495	1	11.083	1	35.584	1	27.216	1	11.148	1
									  515.00	1	  0.350	1	  0.357	1	  0.15	1	231.9	1	 0.4852	1	  0.0224	1	 84.52	1	 0.3495	1	11.053	1	35.576	1	27.215	1	11.118	1
									  517.00	1	  0.350	1	  0.358	1	  0.24	1	233.4	1	 0.7818	1	  0.0226	1	 84.98	1	 0.3495	1	11.009	1	35.571	1	27.219	1	11.074	1
									  519.00	1	  0.350	1	  0.357	1	  0.28	1	233.2	1	 0.8844	1	  0.0220	1	 84.90	1	 0.3495	1	10.999	1	35.572	1	27.221	1	11.065	1
									  521.00	1	  0.350	1	  0.358	1	  0.26	1	233.4	1	 0.8476	1	  0.0220	1	 85.01	1	 0.3495	1	11.004	1	35.578	1	27.225	1	11.069	1
									  523.00	1	  0.350	1	  0.358	1	  0.21	1	234.2	1	 0.7150	1	  0.0223	1	 85.27	1	 0.3492	1	11.007	1	35.574	1	27.222	1	11.073	1
									  525.00	1	  0.350	1	  0.358	1	  0.09	1	233.8	1	 0.1959	1	  0.0235	1	 85.11	1	 0.3496	1	10.988	1	35.574	1	27.225	1	11.054	1
									  527.00	1	  0.350	1	  0.357	1	  0.19	1	232.8	1	 0.6703	1	  0.0223	1	 84.72	1	 0.3492	1	10.976	1	35.573	1	27.226	1	11.043	1
									  529.00	1	  0.350	1	  0.359	1	  0.16	1	232.9	1	 0.5274	1	  0.0218	1	 84.74	1	 0.3492	1	10.967	1	35.572	1	27.228	1	11.034	1
									  531.00	1	  0.349	1	  0.358	1	  0.09	1	233.8	1	 0.1929	1	  0.0217	1	 85.06	1	 0.3483	1	10.958	1	35.572	1	27.229	1	11.025	1
									  533.00	1	  0.350	1	  0.357	1	  0.16	1	234.0	1	 0.5515	1	  0.0223	1	 85.12	1	 0.3493	1	10.958	1	35.575	1	27.231	1	11.025	1
									  535.00	1	  0.350	1	  0.357	1	  0.26	1	233.7	1	 0.8256	1	  0.0223	1	 85.05	1	 0.3492	1	10.968	1	35.578	1	27.232	1	11.035	1
									  537.00	1	  0.350	1	  0.357	1	  0.23	1	233.0	1	 0.7672	1	  0.0216	1	 84.77	1	 0.3495	1	10.962	1	35.579	1	27.234	1	11.030	1
									  539.00	1	  0.350	1	  0.357	1	  0.20	1	233.0	1	 0.6868	1	  0.0217	1	 84.77	1	 0.3495	1	10.959	1	35.588	1	27.241	1	11.027	1
									  541.00	1	  0.350	1	  0.357	1	  0.20	1	233.3	1	 0.6826	1	  0.0220	1	 84.92	1	 0.3496	1	10.983	1	35.592	1	27.241	1	11.051	1
									  543.00	1	  0.350	1	  0.357	1	  0.14	1	233.5	1	 0.4393	1	  0.0218	1	 85.02	1	 0.3495	1	10.982	1	35.592	1	27.240	1	11.051	1
									  545.00	1	  0.350	1	  0.357	1	  0.15	1	232.2	1	 0.5066	1	  0.0221	1	 84.52	1	 0.3494	1	10.967	1	35.590	1	27.242	1	11.036	1
									  547.00	1	  0.350	1	  0.359	1	  0.09	1	231.1	1	 0.1828	1	  0.0217	1	 84.06	1	 0.3495	1	10.938	1	35.588	1	27.245	1	11.007	1
									  549.00	1	  0.350	1	  0.358	1	  0.06	1	232.0	1	-0.0302	1	  0.0222	1	 84.33	1	 0.3495	1	10.922	1	35.587	1	27.247	1	10.991	1
									  551.00	1	  0.350	1	  0.357	1	  0.06	1	232.1	1	-0.0550	1	  0.0223	1	 84.38	1	 0.3495	1	10.912	1	35.586	1	27.249	1	10.982	1
									  553.00	1	  0.350	1	  0.357	1	  0.16	1	232.2	1	 0.5423	1	  0.0219	1	 84.43	1	 0.3492	1	10.915	1	35.590	1	27.251	1	10.985	1
									  555.00	1	  0.350	1	  0.357	1	  0.19	1	232.1	1	 0.6373	1	  0.0215	1	 84.36	1	 0.3495	1	10.917	1	35.591	1	27.251	1	10.986	1
									  557.00	1	  0.350	1	  0.358	1	  0.13	1	231.7	1	 0.4398	1	  0.0218	1	 84.20	1	 0.3495	1	10.899	1	35.590	1	27.254	1	10.969	1
									  559.00	1	  0.350	1	  0.359	1	  0.15	1	232.4	1	 0.5155	1	  0.0220	1	 84.41	1	 0.3495	1	10.870	1	35.586	1	27.256	1	10.940	1
									  561.00	1	  0.350	1	  0.358	1	  0.24	1	233.0	1	 0.7589	1	  0.0228	1	 84.57	1	 0.3493	1	10.847	1	35.585	1	27.260	1	10.917	1
