"Data Set name","Discipline","Category","Variables measured","Data format","Data format version","Data size","Data Set creation Date","Latitude 1","Latitude 2","Longitude 1","Longitude 2","Datum","Measuring area type","Water depth (m)","Depth reference","Minimum instrument depth (m)","Maximum instrument depth (m)","Location qualification","Start Date","Start time","End Date","End time","Vertical resolution","Vertical resolution unit","Instrument / gear type","Track resolution","Track resolution unit","Frequency","Frequency unit","Platform type","Cruise name","Alternative cruise name","Cruise start Date","Station name","Alternative station name","Station start Date","Originator","Data Holding centre","Project name","Project type","EDMED references","CSR references","CSR platform name","CSR platform code","Publication references","Data Quality Control Info","Data Distributor","Database reference","Access/ordering of data","Access restriction","CDI-record creation date","CDI-record id","LOCAL_CDI_ID","CDI-partner"
"CTD38","Biological oceanography (DS01)|Physical oceanography (DS03)|Marine geology (DS04)","Pigments (B035)|Optical properties (D015)|Other physical oceanographic measurements (D020)|Water column temperature and salinity (D025)|Suspended particulate material (G015)","Transmittance and attenuance of the water column(ATTN)|Chlorophyll pigment concentrations in water bodies(CPWC)|Raw fluorometer output(FVLT)|Raw light meter output(LVLT)|Salinity of the water column(PSAL)|Density of the water column(SIGT)|Temperature of the water column(TEMP)|Raw suspended particulate material concentration sensor output(TVLT)|Visible waveband radiance and irradiance measurements in the water column(VSRW)","odv","0.4","13273","20160202","-9.3260002136","-9.3260002136","41.9126701355","41.9126701355","","point (004)","169.4","sea level (D08)","0.99","149.76","Beyond the 12 NM boundary","19980809","07:07:00","19980809","07:07:00","","","fluorometers(113)|radiometers(122)|transmissometers(124)|CTD(130)|water temperature sensor(134)|salinity sensor(350)|dissolved gas sensors(351)","","","","","research vessel (31)","CD114A","CD114A","19980729","","","","Plymouth Marine Laboratory (47)","British Oceanographic Data Centre (43)","","","","","","","","","British Oceanographic Data Centre (43)","","web data access with registration","Creative Commons Attribution 4.0 International(CB)","20131017","1040483","867601/v0","British Oceanographic Data Centre (43)"
