"Data Set name","Discipline","Category","Variables measured","Data format","Data format version","Data size","Data Set creation Date","Latitude 1","Latitude 2","Longitude 1","Longitude 2","Datum","Measuring area type","Water depth (m)","Depth reference","Minimum instrument depth (m)","Maximum instrument depth (m)","Location qualification","Start Date","Start time","End Date","End time","Vertical resolution","Vertical resolution unit","Instrument / gear type","Track resolution","Track resolution unit","Frequency","Frequency unit","Platform type","Cruise name","Alternative cruise name","Cruise start Date","Station name","Alternative station name","Station start Date","Originator","Data Holding centre","Project name","Project type","EDMED references","CSR references","CSR platform name","CSR platform code","Publication references","Data Quality Control Info","Data Distributor","Database reference","Access/ordering of data","Access restriction","CDI-record creation date","CDI-record id","LOCAL_CDI_ID","CDI-partner"
"SC06/07/155","Biological oceanography (DS01)|Chemical oceanography (DS02)|Physical oceanography (DS03)","Pigments (B035)|Dissolved gases (C015)|Optical properties (D015)|Water column temperature and salinity (D025)","Transmittance and attenuance of the water column(ATTN)|Electrical conductivity of the water column(CNDC)|Chlorophyll pigment concentrations in water bodies(CPWC)|Dissolved oxygen parameters in the water column(DOXY)|Salinity of the water column(PSAL)|Temperature of the water column(TEMP)","odv","0.4","12226","20160202","-0.8348300457","-0.8348299861","60.5003280640","60.5003318787","","point (004)","111","sea level (D08)","1.98","107.94","Landward side of the 12 NM boundary","20070429","09:46:00","20070429","09:46:00","","","fluorometers(113)|transmissometers(124)|CTD(130)|water temperature sensor(134)|salinity sensor(350)|dissolved gas sensors(351)","","","","","research vessel (31)","0607S","0607S","20070427","","","","Fisheries Research Services, Aberdeen Marine Laboratory (38)","British Oceanographic Data Centre (43)","","","","","","","","","British Oceanographic Data Centre (43)","","web data access with registration","Creative Commons Attribution 4.0 International(CB)","20131017","1041118","900612/v0","British Oceanographic Data Centre (43)"
